Distance1,Beta1,Phi1,Fermi_contact1,Distance2,Beta2,Phi2,Fermi_contact2,Distance3,Beta3,Phi3,Fermi_contact3,Distance4,Beta4,Phi4,Fermi_contact4,Distance5,Beta5,Phi5,Fermi_contact5,Distance6,Beta6,Phi6,Fermi_contact6
6.5096,0.81147,1.5565,-0.00133,6.5892,-0.59635,1.6747,-0.00073,5.0771,1.0504,-0.66173,0.00392,4.0626,-0.94984,-1.5568,-0.04828,6.0957,0.80879,-2.2921,0.00164,5.5227,-0.66362,-2.8187,-0.00279
6.0164,-0.73551,1.583,-0.00901,5.5727,1.0951,-0.69284,0.00567,4.3092,-0.92513,-1.3697,0.01554,6.0222,0.26688,-0.94558,0.00636,5.6708,0.79001,-2.4041,0.0638,4.9213,-0.53168,-2.6584,0.00744
5.9857,1.1203,2.6352,0.00814,6.6039,-0.67332,1.6742,-0.01004,4.4771,-1.2973,-1.7847,0.00817,5.2212,0.14736,-0.90217,-0.00103,4.5738,0.57441,-2.3123,0.06631,5.436,-0.48165,-2.7783,0.00183
6.6855,0.32406,0.35787,0.0012,6.3473,-0.64459,1.3768,-0.0099,5.5676,1.145,-0.87199,0.00386,4.3471,-1.2956,-1.6059,-0.05197,5.1655,0.27398,-1.0297,-0.01972,4.4066,0.62651,-2.4427,-0.00185
6.0304,-0.19542,-0.31902,9e-05,6.3798,-0.70992,1.5135,-0.00846,4.7684,-1.1437,-1.8303,0.0145,4.7594,0.2558,-0.9259,-0.09149,4.6609,0.90671,-2.4328,-0.02138,5.774,-0.058657,-2.923,-0.00164
7.0842,1.1455,2.8049,0.01127,6.3335,-0.60152,1.8484,-0.00241,4.5797,-1.2229,-2.0204,-0.00401,5.2287,0.052871,-0.54241,-0.02414,5.0178,1.0611,-1.5721,0.28,5.1605,0.22313,-2.5472,0.00138
6.8672,1.1583,3.0923,0.02363,6.5764,-0.50647,1.9106,-0.00162,4.3677,-1.3908,-2.8512,-0.0151,5.2234,-0.033398,-0.40625,-0.00271,5.7358,1.0406,-1.6591,0.05848,5.001,0.19785,-2.4179,0.00518
6.4873,-0.45197,0.17857,-0.0109,6.8004,0.63803,2.0809,0.00058,4.3655,-1.2742,-3.1063,0.00166,4.7767,-0.053187,-0.64035,-0.01189,5.8203,1.1342,-2.0305,-0.00066,5.04,0.19846,-2.5899,-0.00127
6.5135,-0.60884,1.6851,0.00623,6.4036,-0.60596,2.6215,-0.00246,4.4195,-1.2149,-2.7796,-0.00392,4.3874,0.12361,-0.91807,-0.00602,6.0436,1.0845,-2.2062,-0.00022,5.5672,0.13052,-2.6248,0.00088
7.4376,0.031774,0.47189,-0.00262,6.0554,-0.74538,1.6705,-0.00813,6.5836,0.6363,2.3063,0.0177,5.1633,-1.2922,-2.3065,-0.02344,3.5777,0.097849,-1.0784,-0.09859,6.2843,-0.034595,-2.5619,-0.00018
6.4619,-0.22611,-0.13455,-0.00347,6.7907,-0.73466,1.6151,-0.00094,5.2338,0.99922,-0.10245,-0.00404,4.5268,-1.272,-2.0013,-0.28303,3.3074,0.10462,-1.0264,-0.12027,6.7131,-0.21084,-2.5273,-9e-05
7.0472,0.8735,1.1591,0.01758,6.0547,1.0167,2.4442,-0.01349,6.4456,-0.62672,1.482,-0.00741,4.9739,1.0435,-0.34176,0.00881,5.3648,-1.3671,-1.3323,0.01001,3.7257,0.12354,-1.11,-0.01506
6.2643,-0.64205,1.4124,0.00025,6.2062,1.099,-0.21041,0.00046,5.004,-1.2773,-1.2843,-0.01369,4.5391,0.53557,-1.238,-0.00691,5.9765,0.60233,-2.7485,0.00538,6.6682,-0.542,-2.6395,0.00017
6.3926,-0.75233,1.6232,-0.00444,6.3751,0.83322,0.094138,0.00485,4.7141,-1.0797,-2.0079,-0.0512,3.9042,0.61517,-1.1417,0.06987,6.3752,-0.99014,0.20666,-0.00114,6.0376,0.9039,-2.7363,-0.00053
5.9132,-0.72985,1.7369,-0.00557,4.8526,-0.89383,-1.9192,-0.03476,3.4157,0.59927,-1.0228,0.05046,6.1465,-1.0327,-0.066853,-0.00015,5.9051,0.97408,-2.6574,0.00037,6.4857,-0.10567,-2.6793,-4e-05
5.4677,-0.70038,1.8335,-0.00376,4.3729,-0.86396,-1.9325,0.35765,3.1601,0.53067,-1.2996,0.13634,5.5605,-0.99724,0.01535,-0.0002,6.1458,0.85675,-2.585,-0.00041,6.159,-0.13545,-2.6484,7e-05
5.6247,1.2809,1.9997,0.00244,6.1347,0.747,-0.041559,0.00556,4.974,-0.93307,-2.376,0.07509,3.9074,0.15684,-1.6749,0.02733,5.1097,-1.1671,0.39464,0.00522,6.1471,0.76958,-2.573,0.0005
4.7099,1.2459,2.9785,0.07011,7.0684,0.73829,2.1526,0.00219,6.2294,-1.1839,-2.7752,-0.00381,4.9329,-0.33017,-1.8827,0.00933,5.4072,-1.0994,0.56592,0.00116,5.9388,0.3384,-2.5536,0.00027
6.5837,0.17311,-0.078239,0.00835,4.7987,0.99812,-2.8127,-0.00654,4.928,0.71396,-0.84031,0.00216,5.8994,-1.1192,-2.9373,-0.00469,5.967,-0.4779,-2.0122,0.01309,5.8343,-1.1549,0.46685,0.00143
6.9197,0.37884,0.062991,-0.00381,5.1392,0.7706,-2.7896,0.00425,4.8507,1.0419,-0.88893,-0.00507,5.4888,-1.1446,-2.1909,-0.0182,5.9975,-0.36339,-1.7319,5e-05,6.2938,-0.96942,0.06273,-0.00105
7.2877,0.5697,0.2272,-0.00172,4.833,0.51111,-2.9083,-0.00097,4.4864,1.2149,-1.0392,-0.00457,5.6346,-1.2461,-1.6498,-0.00426,5.1394,-0.25846,-1.5898,-0.01667,6.0942,-0.80009,0.17292,-0.00213
5.0115,0.49507,-2.9188,0.03113,6.7519,-1.3509,2.7474,0.00383,4.9708,1.2922,-0.92704,-0.00018,5.6975,-1.1026,-1.2414,-0.0045,4.5576,-0.081599,-1.4685,-0.06027,5.9465,-0.68205,0.080206,0.00702
5.3975,0.6294,-2.9598,0.00907,6.544,0.51832,-0.16186,-0.00811,6.4744,-0.66701,1.6458,0.00561,6.2981,-1.3354,-3.079,-0.00021,5.4474,-1.0139,-1.3026,0.06863,5.2781,0.22933,-1.4099,0.01607
4.8721,0.55641,-2.8487,0.0071,6.7838,0.50841,-0.060713,-0.00158,6.0385,1.4041,-0.10387,-0.00059,5.2965,-0.97534,-0.96667,0.02126,5.2616,0.23319,-1.3917,-0.01258,5.2246,-0.5682,-2.2609,0.00032
4.7302,0.46219,-2.7602,0.03736,6.8623,0.46782,-0.12142,-0.00466,5.0985,1.4049,-0.2748,-0.00247,4.5862,-1.0249,-0.92109,-0.0741,4.4201,0.051243,-1.317,-0.26525,4.7288,-0.68004,-2.2747,-0.00321
5.1926,0.23713,-2.6679,-5e-05,6.049,0.24073,-0.25716,0.01819,4.116,1.1433,-1.1138,-0.01033,5.5449,-1.2825,-0.33049,0.01051,4.5516,-0.26461,-1.4364,0.01707,5.9597,-0.816,-2.4869,-5e-05
6.7479,1.0084,2.7525,-0.01401,5.9764,0.34758,-2.8298,0.00122,5.8521,0.1539,-0.45698,0.00415,4.6662,1.1177,-1.1666,0.13656,5.9569,-1.3246,-0.96721,0.00152,4.7271,-0.24102,-1.7761,0.07156
5.907,-0.58286,-1.09,-0.00032,6.4077,0.45664,-2.9599,-0.00667,5.3215,0.25829,-0.68517,-0.00189,4.6901,1.1952,-1.2529,0.37057,6.2585,-1.3239,-1.6658,0.00011,4.688,-0.018452,-2.0753,-0.01601
5.4011,-0.59975,-1.1453,0.0021,4.7171,0.28305,-0.89517,-0.02366,7.0427,-0.53093,1.4534,0.00113,5.283,1.2151,-1.4895,0.02533,6.51,-1.3432,-1.9848,-0.00244,4.6914,-0.044941,-2.1598,0.00361
4.9385,-0.30167,-1.2924,-0.00444,5.1517,0.69308,-0.95581,-0.00482,5.9386,-0.75364,1.5547,-0.01098,6.3403,1.5238,-0.52905,0.00554,5.4115,-0.97999,-2.1177,3e-05,4.6071,0.34675,-2.2494,-0.01003
4.8099,-0.4045,-1.2894,-0.0482,4.9433,0.63549,-0.96992,-0.0005,6.6693,-0.7111,1.4693,0.00342,5.9978,1.5364,-0.029974,0.00052,5.4021,-1.0828,-2.2969,-0.00732,4.2986,0.32868,-2.4439,-0.02814
4.56,-0.25727,-1.1507,-0.04972,5.0253,0.70311,-0.84482,-0.00796,6.2824,1.498,0.51516,0.00921,4.5432,-1.1121,-2.0753,-0.02099,4.7313,0.45946,-2.3655,0.0013,5.8887,-0.34731,-3.0572,0.0015
5.0396,-0.59173,-0.95805,-0.00695,4.5015,0.30017,-1.1157,0.29077,5.386,1.2511,-2.17,0.00114,5.4823,-1.4556,-1.1248,-0.00597,4.9635,-0.0786,-2.2475,0.0006,6.3267,-0.65621,3.0734,0.00084
5.1751,-0.51971,-1.1016,0.00067,4.6991,0.25366,-1.2851,0.01434,5.7062,1.1279,-2.1497,-0.0015,5.8098,-1.3155,-0.76342,-0.0026,5.2253,-0.099967,-2.3301,0.01152,6.6252,-0.83322,3.1371,0.00158
5.6951,-0.4665,-0.90021,0.00016,4.7107,0.31242,-1.188,0.18712,6.5043,-0.9938,1.3889,0.0326,6.1454,-1.2081,-0.52266,0.00144,4.8316,-0.17734,-2.0967,0.02851,6.3316,-1.0301,-2.9035,5e-05
5.4861,0.68318,-2.5462,0.00168,5.4777,0.5676,-0.7877,-0.0196,6.4456,-1.0642,1.5193,0.02039,5.8742,-1.2334,-0.75018,-0.00076,4.5295,0.14765,-1.9415,0.05389,5.3818,-0.82463,-2.5923,0.00135
6.3553,1.0903,-2.7946,0.00097,6.4704,0.67146,-0.47207,-0.00103,5.6352,-1.1662,2.2838,0.1264,5.4431,-0.97258,-1.6102,0.00918,4.9573,0.71328,-1.9183,0.21547,5.5331,-0.26377,-2.4632,0.00011
7.8458,-0.24242,2.4761,-0.00359,6.9363,0.55597,-0.49306,0.00109,5.1302,-0.9646,1.9394,-0.06425,5.2578,-1.1361,-1.7663,-0.00085,4.8848,0.64379,-1.6735,0.20814,5.4569,-0.24856,-2.4686,0.0043
4.548,-0.25608,-0.73302,0.00141,6.9199,0.57703,-0.34477,0.0059,5.9414,-0.90047,2.1571,0.00027,4.5856,-1.2284,-1.5646,0.17588,4.6334,0.63399,-1.3688,0.37833,4.9573,-0.30051,-2.547,-0.02032
4.7042,-0.21314,-0.56268,0.00059,5.7769,1.2042,-2.2519,0.00095,6.391,-0.90587,2.4161,0.00069,4.8661,-1.1967,-0.87871,-0.08883,4.7512,0.61639,-1.1084,0.14495,4.5842,-0.41657,-2.2814,-0.00734
4.8941,-0.14653,-0.48188,-0.00011,5.7569,1.0979,-2.5272,0.00053,6.5541,-1.0042,2.1771,0.06508,5.6959,-1.1352,-0.52513,0.0114,4.5067,0.64886,-1.3124,0.44661,5.2492,-0.72702,-2.0461,-0.00589
5.6179,-0.090502,-0.32739,-0.00051,6.1182,0.060454,-2.9904,-0.00251,6.2797,-1.2322,2.2536,-3e-05,5.772,-0.89037,-0.58295,0.00646,4.7779,0.92813,-1.2435,0.58773,4.4285,-0.664,-1.8225,0.17256
6.5435,0.071923,-2.9125,0.00136,6.1556,1.2332,-2.9015,0.00099,5.6495,-1.1394,2.4537,0.01471,5.8092,-1.034,-0.57455,0.0189,4.838,0.85801,-1.2455,0.14464,4.4644,-0.77421,-2.0468,0.35232
7.4342,0.80648,1.6626,0.00345,5.73,-1.0657,2.3644,-0.00153,5.1949,-0.83608,-0.8372,0.00462,4.7012,0.89849,-1.3449,0.00223,6.5846,-0.74645,0.46781,-0.00147,4.4628,-0.58933,-2.2088,0.06641
5.6954,-0.17208,-0.30041,-0.0016,6.6251,-1.0327,1.9617,0.00486,5.664,-1.1109,-0.75189,0.00131,4.2869,0.61716,-1.5001,-0.0927,7.0896,-0.76765,0.55768,-0.00151,5.2827,-1.0042,-2.5878,0.05559
5.2187,-0.0023063,-0.37628,-2e-05,7.0982,0.82254,1.6604,0.00134,6.01,-1.165,1.5979,0.13224,5.304,-1.0186,-0.69861,0.00805,4.0981,0.76183,-1.7516,-0.08789,5.7066,-1.0077,-2.7438,-0.00066
6.6431,0.7462,1.4738,0.00142,6.6261,0.96016,2.7351,-0.01128,5.724,-1.3487,1.9044,0.1372,5.8225,-0.8538,-0.84108,0.00173,4.4831,0.90077,-1.3616,-0.01306,5.4688,-0.74631,-2.5621,0.02554
5.8068,0.12386,-0.18694,-0.00046,6.7007,0.99395,2.661,-0.00598,5.0659,-1.5219,3.0979,-0.09671,5.2912,-0.6015,-0.85269,-0.00587,5.2657,1.0901,-1.0994,-0.00303,4.8539,-0.35185,-2.4359,-0.00287
5.9663,0.366,-0.36617,-0.00077,6.8626,-0.46528,3.0334,-5e-05,4.5825,-1.1088,-2.268,0.10151,5.1388,-0.332,-0.94382,0.00255,6.3346,1.2405,-0.40984,0.01572,5.0829,0.035922,-2.3287,-0.01595
5.4525,0.19751,-0.38377,-0.00121,7.2778,0.81993,1.4105,-7e-05,5.532,1.0855,2.7588,0.01197,4.7191,-1.2685,-2.4892,-0.0223,5.9751,1.1962,-0.58709,-0.00034,4.7427,-0.10498,-2.136,0.00792
5.6347,0.13752,-0.27953,-0.00062,7.0818,0.69527,1.4333,-0.0001,6.7427,-1.1919,2.8397,-0.0004,4.3276,-1.1006,-2.1385,0.01159,6.2786,1.0597,-0.26805,0.01477,4.2959,0.038295,-1.8472,0.13444
7.2764,-0.3504,2.4327,-0.006,5.698,0.28053,-0.29295,0.00036,5.978,1.2251,2.9177,-0.00724,6.1114,-1.2447,3.0364,0.0052,3.9398,-0.91348,-1.8763,0.01144,5.07,0.11596,-1.749,-0.01517
4.668,0.071526,-0.3101,-0.00446,7.7649,0.42089,1.0829,-0.01047,4.8852,-1.2801,-1.7088,0.01488,6.4652,-0.7266,-0.37438,0.0016,6.4948,0.96729,-0.95636,-9e-05,5.6313,-0.37266,-1.6741,0.00085
4.0628,0.090088,-0.65425,-0.00253,6.5393,1.074,1.7152,-0.00046,7.2833,-1.0653,2.1631,-0.0008,4.9924,-1.2668,-2.6873,0.02129,5.6685,-0.82183,-0.32981,-0.00111,5.8482,-0.29738,-1.895,-0.00036
4.4244,-0.23526,-0.78519,0.03706,7.0158,0.65583,2.1022,-0.00594,7.5187,-0.91922,2.0285,-0.00099,5.5729,-1.273,-2.9975,0.00112,5.2652,0.87312,-1.3403,-0.00014,5.4178,-0.46955,-2.0323,-0.00485
4.3499,-0.16757,-0.50257,0.03789,5.737,0.99863,-2.8442,0.03072,7.2753,-0.81888,2.0065,-0.00236,4.7158,-1.4328,-2.8438,0.00082,5.9227,0.87971,-0.98398,0.00127,4.5264,-0.39303,-1.8836,-0.02971
5.2723,-0.097097,-0.43864,0.00214,5.5616,1.1635,1.0593,-0.01813,5.5718,1.0226,-2.3214,-0.00072,6.3238,-0.50411,-2.5028,0.00021,4.5231,-1.3237,-1.9315,-0.01128,5.0863,-0.2155,-1.653,0.00075
6.6311,-0.13609,2.294,0.00156,5.5285,0.30942,-0.47226,0.00728,7.2275,-0.33487,0.87863,-0.0012,6.1467,-0.21022,-2.4492,-4e-05,6.7832,-1.1973,2.3184,0.01199,4.078,-0.93313,-1.5638,0.00037
5.8836,0.25832,-0.33111,-0.00467,7.5996,-0.32842,0.8349,4e-05,5.4572,-0.13234,-2.5417,-0.01319,6.9193,-1.2225,2.2343,0.0085,4.1085,-0.94517,-1.6865,-0.00366,4.5303,0.75395,-1.5536,-0.01224
5.8477,0.17009,-0.41961,-0.00375,7.6599,-0.21692,0.84401,-0.00088,6.1724,-0.24011,-2.4975,0.00013,7.1195,-1.0498,2.0378,0.0056,4.2733,-1.1812,-1.8236,-0.06345,4.1051,0.77435,-1.5457,-0.03841
7.4768,-0.20715,2.3019,0.00056,5.843,0.2023,-0.42846,0.00449,5.6289,-0.24206,-2.5505,-0.00904,6.549,-0.99162,2.0915,0.01007,4.3229,-1.2534,-2.3421,0.00121,4.572,0.68542,-1.633,0.28535
7.0679,-0.3769,2.1801,0.00086,5.8602,0.082628,-0.60665,-0.00727,6.6979,0.86297,2.0362,-0.00183,6.1728,-0.53154,-2.525,0.00201,4.8436,-1.4113,-1.8208,-0.01239,5.0624,0.36993,-1.7035,-0.01681
6.5356,-0.45327,2.2713,0.0016,5.8616,0.29702,-0.67741,0.00196,5.765,-0.31562,-2.444,-0.00284,7.076,0.75116,1.0976,-0.0085,4.4578,-1.0714,-1.4678,-0.04579,5.6495,0.65256,-1.7202,0.00666
5.3288,0.40832,-0.41134,0.01362,6.5646,-0.45315,-1.3744,-2e-05,5.2731,-0.40321,-2.2862,-0.00312,7.3506,0.79677,1.4146,0.01265,4.6637,-1.0175,-1.0001,-0.01986,4.8777,0.67528,-1.5975,0.00032
5.8064,0.5174,-0.30639,0.00017,6.7606,0.45935,2.7345,-0.00778,5.2021,-0.69588,-2.0411,0.00596,7.1391,0.7916,1.638,0.00294,5.31,-0.85318,-0.5473,0.00136,3.9075,0.61653,-1.479,-0.01116
6.5811,-0.79335,2.7671,0.00052,6.1807,0.60311,-0.01918,0.01028,6.3762,0.44056,2.9139,-0.00781,4.783,-0.56199,-1.7306,0.24649,7.1876,-0.17228,2.9564,0.00147,3.6441,0.82879,-1.2004,0.09019
6.6349,-1.0009,2.7902,0.00011,6.4349,0.59104,0.0050603,-0.00927,5.6377,0.21832,-3.1134,0.01616,5.2177,-0.75299,-1.3152,0.06894,7.0323,0.81772,2.034,-0.00482,3.2171,0.4752,-1.0918,0.00345
6.1512,-1.0822,2.9537,1e-05,5.9057,0.332,3.0588,0.01132,4.489,-0.50905,-1.4329,0.08374,6.2619,-1.0138,0.26182,-0.00197,7.2843,0.71927,1.9095,-0.00218,3.8332,0.74169,-1.1027,-0.17335
5.2455,-1.1779,2.9436,0.00721,6.4093,0.23424,2.9792,0.00324,4.4378,-0.36498,-1.6723,-0.00107,6.6801,-0.8185,-0.16861,0.00012,7.3524,0.68097,1.8391,0.00313,4.7011,0.71649,-1.1628,-0.01725
4.8348,-1.3286,2.2965,0.01198,6.0664,0.28657,2.9334,-0.00688,4.3227,-0.25576,-1.6511,0.00182,6.9863,-0.48737,3.0766,0.00333,6.6929,-0.71729,-0.11205,-0.00037,5.6581,0.65099,-0.99659,-0.00016
5.1148,-1.1916,1.9552,0.0037,5.9445,0.31855,3.0689,-0.02177,4.046,-0.24636,-1.5895,0.01669,6.4042,-0.73154,0.0058913,-0.00089,7.5667,0.68271,1.9883,0.00026,5.4612,0.68283,-0.81956,-0.0001
5.5819,-1.0545,1.8179,-0.00641,5.2881,1.3886,1.5546,-0.00195,3.8034,-0.56253,-1.668,0.02214,6.2261,-0.86662,0.32898,-0.00479,7.5653,0.81456,2.0102,-0.00046,4.7637,0.57623,-0.83578,0.1407
6.0021,-0.92498,1.9322,0.02595,5.8305,0.38877,3.0642,-0.01084,5.107,1.4269,1.0301,0.04148,4.0973,-0.67529,-1.841,-0.05271,6.1355,-0.95536,0.45446,-0.00127,4.6574,0.38971,-1.0833,0.09524
7.3469,-1.1116,1.5947,0.00928,6.7161,0.63809,-0.23358,0.02309,5.408,0.16808,3.0244,-0.00316,4.5644,1.3113,2.1846,0.0012,4.4351,-0.86333,-1.555,-0.01467,4.5611,0.25389,-1.1115,0.03357
6.3105,-1.1381,1.3218,0.00322,5.3116,0.26473,3.0639,0.006,5.3004,1.3125,2.4057,0.00645,3.9722,-0.65818,-1.4462,-0.02135,7.2073,-0.8794,2.8457,-0.00068,4.904,0.56198,-1.1384,0.05069
6.3992,-0.9345,1.4389,0.00466,5.9026,0.22733,3.0441,-0.00612,5.1932,1.2311,2.6828,0.00341,3.9131,-0.82428,-1.541,-0.1055,5.3687,-0.11286,-0.3594,-0.00061,4.5804,0.40618,-1.3531,0.03511
7.2146,-0.78876,1.623,0.00555,5.6249,0.296,3.0587,-0.01066,4.9216,1.4278,-2.8032,-0.00616,4.9452,-1.0857,-1.4974,-0.02764,5.8384,-0.42355,-0.2716,-0.0009,4.6312,0.11626,-1.2032,0.0213
7.1666,-0.7739,1.7261,0.00339,6.4652,0.60033,-0.15565,0.03615,5.702,0.1847,-3.1032,0.00073,4.5004,1.3189,-2.2482,-0.00258,4.9435,-1.0693,-1.5499,-0.00736,4.6305,0.012441,-1.2232,-0.10573
5.6236,0.24483,-0.48478,0.01112,6.505,-0.034205,3.1407,0.00017,3.6582,0.75218,-2.0886,0.03325,6.3478,-1.3643,-2.4399,0.0044,5.7048,1.4211,1.0334,-0.00049,5.8015,-0.57181,-1.4169,0.01621
7.0948,-0.46859,1.8193,0.0009,5.4354,0.096829,-0.3767,-0.00489,6.728,0.21821,-3.1166,0.00764,3.7296,0.94396,-1.8852,-0.05193,5.39,-1.1355,-2.7063,0.02007,4.9998,-0.44263,-1.5519,-0.00524
6.7329,-0.74653,1.8578,-0.00059,5.3094,0.21553,-0.53497,0.00177,4.0301,1.1816,-2.3481,-0.19839,4.5162,-0.96486,-2.5331,0.01444,6.2143,-0.88749,0.70409,-0.00978,5.1948,-0.27609,-1.5869,-0.00139
5.6368,-1.012,2.0404,-1e-05,6.0542,0.59107,-0.212,-0.00011,4.9168,1.2261,-2.7683,-0.02567,3.4625,-0.52743,-2.0256,0.01379,6.021,-0.94514,0.39754,-0.0011,5.7194,0.25396,-1.4081,2e-05
5.6899,-0.7943,1.8275,-0.00036,5.7763,0.40024,-0.23313,-0.00502,7.3529,0.50905,1.3668,0.00085,6.6826,0.35269,-2.92,-0.00265,4.7891,0.94867,-2.3385,-0.00604,3.2805,-0.9027,-1.5298,0.175
5.8434,-0.76826,1.7423,-0.00263,5.683,0.2007,-0.33943,-0.00092,6.5284,0.30484,-2.9673,0.00342,4.032,0.94894,-2.4184,-0.00487,3.7883,-0.83003,-1.5184,0.06052,5.9696,0.011391,-1.3929,0.00015
6.078,-0.78849,1.7105,-0.00456,5.9969,0.1659,-0.37937,-0.00132,6.3994,-1.0432,-2.9594,0.00088,6.5206,0.0097209,-2.3261,-0.0001,3.5858,1.0972,-2.2934,0.10691,3.2488,-0.77621,-1.3943,0.18076
6.2062,-0.70561,1.9103,0.00125,5.5108,0.044755,-0.36725,-0.00817,5.8676,-0.054808,-2.3709,0.00112,4.3202,1.0398,-2.1402,0.01617,3.5756,-0.90926,-1.5167,0.15947,6.8352,1.1136,2.2733,-0.00447
6.0411,-0.78183,2.0794,9e-05,5.5852,0.17255,-0.39471,-0.00222,5.4898,0.29078,-2.4195,-0.01267,5.3013,1.2861,-2.1986,0.0064,4.0849,-0.5367,-1.8086,-0.01705,7.4657,1.1575,1.9841,0.00096
5.9368,0.12266,-0.47415,-5e-05,5.2125,0.1948,-2.4017,-0.01028,4.7211,1.3156,-1.8493,-0.01822,5.0375,-0.58734,-1.8582,-0.00273,7.6352,-0.19784,2.641,0.00062,6.0738,-1.0249,0.7342,-0.00543
6.7254,-0.50086,2.219,-0.00113,5.7815,-0.15693,-0.46324,0.00177,5.52,0.41803,-2.5873,-0.00192,4.0611,1.4881,-0.93639,0.00909,4.6386,-0.52637,-2.212,0.19357,6.3678,-1.1187,-1.5999,-3e-05
6.457,-0.34502,2.2113,-0.00216,5.6541,-0.44409,-0.47632,-0.00273,7.7394,0.63887,1.9341,0.00035,3.7963,1.4341,-0.56993,-0.22757,4.4556,-0.56921,-2.3185,0.00063,7.0279,0.044667,-1.7143,6e-05
6.7305,-0.4206,2.3884,0.00042,5.1065,-0.30506,-0.58304,-0.00066,4.7598,1.3743,-2.5592,0.01034,5.2014,-0.65935,-2.2437,0.02064,6.0632,0.71052,0.17309,-0.0023,6.033,-0.6468,0.46118,0.00034
7.2139,-0.43141,2.4384,-0.00022,5.6216,-0.61719,-0.47834,-0.00052,5.716,0.11668,-2.4709,0.0002,6.5543,0.8043,2.0073,0.00285,4.1088,1.246,-1.8178,-0.05392,5.4139,-0.82702,-2.4878,-0.00135
7.2209,-0.31734,2.4321,0.00075,6.1978,-0.78445,-0.32583,0.00527,4.9015,0.098956,-2.2907,-0.00056,6.4888,0.94996,2.0907,0.00314,3.6431,0.99549,-1.3458,0.14838,4.8764,-0.963,-2.7023,-0.07523
5.9981,-0.55427,2.5097,-0.00039,6.7141,-0.27824,-0.37774,-0.00026,7.7157,0.27182,0.90956,0.00526,5.1508,0.35911,-2.1083,-0.00232,4.2602,1.2404,-0.83603,-0.01172,4.205,-0.74751,-1.7006,-0.02413
5.604,0.0015441,-0.38346,0.00903,6.4094,0.54268,-1.3541,0.00067,4.6524,0.28529,-2.406,0.00961,4.2291,1.47,-2.7185,0.00834,4.0282,-0.75338,-1.6248,0.02635,6.8484,0.040223,2.7046,0.00094
5.4453,0.27521,-0.27319,-0.00489,5.442,-0.52897,-3.0149,0.00261,4.7489,0.36269,-2.4974,-0.00979,5.054,1.3321,3.1141,-0.0313,4.0102,-0.71228,-1.2916,-0.06349,7.2827,-0.76256,1.4895,0.01399
5.8791,-0.029061,-0.34576,-0.00111,4.0855,0.25738,-2.4481,0.01503,4.6897,1.3233,-2.8132,-0.00155,4.1193,-1.0929,-1.2989,-0.05333,7.7447,-0.69557,1.5212,0.00971,6.1201,-1.0385,0.53604,0.00225
6.7487,-0.22819,-0.34997,7e-05,7.8345,0.59167,1.2349,-0.00129,3.831,0.48245,-2.2104,0.13267,4.8005,1.5365,2.3364,-0.02399,4.2577,-1.1776,-1.2589,-0.0113,6.0754,-1.1217,0.8068,-0.00173
5.1643,-0.50408,-2.7379,-0.00144,7.6153,0.74869,1.3559,0.00084,3.9551,0.46918,-2.0833,0.03982,5.062,1.5178,0.28123,-0.00609,4.3417,-1.1759,-0.93644,-0.00084,6.5106,-0.92943,0.93075,-0.00013
6.6423,-0.55404,2.4541,0.00017,6.7557,-0.033997,-0.20764,0.0136,6.0444,0.45981,-1.1173,0.00316,3.7757,0.38282,-2.3972,0.02141,4.4806,1.4187,2.8388,0.00066,4.0746,-0.9203,-0.94714,-0.10926
5.5606,0.06989,-0.42453,-0.006,5.64,0.86574,-1.287,0.02096,4.9114,0.61033,-2.8252,-0.00318,5.6383,1.1778,2.0784,0.00038,3.6371,-0.48834,-1.3422,-0.0291,5.3917,-1.1256,1.1001,0.01952
7.0841,-0.58696,2.3846,0.00013,5.9462,0.13624,-0.81,0.00059,5.5671,0.95673,-1.6438,0.00771,3.6656,-0.36638,-1.5957,-0.01757,4.6873,-1.3974,1.5154,0.07052,7.0551,0.25524,0.28319,-0.00174
6.0498,-0.034349,-0.82064,-0.00016,5.4158,-0.16619,-3.0531,-0.00256,4.4154,0.89076,-1.1012,0.30338,3.1088,-0.6641,-1.6353,0.05268,4.9835,-1.2635,1.7349,0.13137,6.854,-0.88841,-0.62867,0.00214
7.0131,-0.4832,2.4183,-0.00023,4.6277,0.85112,-1.1994,-0.00099,6.8342,0.35576,2.1821,-0.00127,5.5375,1.2345,1.7689,0.00367,3.9392,-0.61179,-1.7787,0.04567,6.7425,-0.83876,-0.76859,0
5.7416,0.013592,-0.83405,0.00012,6.1572,-0.24226,-3.0036,-0.00155,4.5958,0.99276,-0.98674,0.62002,5.9925,0.72082,-3.0582,0.00231,5.9485,1.17,1.7258,-0.00225,3.3673,-0.64078,-1.638,0.07331
4.9825,0.082834,-0.88079,3e-05,4.6012,1.1012,-1.5612,-0.02957,6.0614,0.9846,1.6294,-0.00031,3.5272,-0.75479,-2.1813,0.01882,5.1303,-1.1302,1.6616,0.07319,6.6254,-1.0027,-0.041328,-0.00019
5.0013,0.22356,-1.135,-0.00441,4.6592,0.99688,-1.9624,-0.00166,6.0285,0.37779,3.1191,-0.01359,5.6971,1.0061,1.8317,0.001,4.4687,-1.0045,-2.1453,0.10977,6.4922,-0.7942,-0.071993,0.00465
